Timestamp,02.007.BLK01.MET04.PYR01 - Pyranometer - Up.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF01 - Reference Cell - Up.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF02 - Reference Cell - Down.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF03 - Reference Cell - Up.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF04 - Reference Cell - Down.IRRADIANCE_POA  (W/m^2) (AVG)
2020-10-25T08:00:00,-2641.358333,1.641666667,0,1.725,0
2020-10-25T09:00:00,-2636.55,24.075,0.65,24.125,1.491666667
2020-10-25T10:00:00,-2634.291667,48,2.391666667,47.45833333,4.041666667
2020-10-25T11:00:00,-2635.633333,28.75,0.85,29.03333333,1.75
2020-10-25T12:00:00,-2645.675,56.7,2.533333333,56.175,3.441666667
2020-10-25T13:00:00,-2648.916667,94.85,5.3,94.61666667,6.925
2020-10-25T14:00:00,-2646.808333,152.7333333,9.4,151.725,12.73333333
2020-10-25T15:00:00,-2648.833333,100.275,5.883333333,99.425,8.35
2020-10-25T16:00:00,-2653.041667,62.525,3.316666667,62.53333333,4.975
2020-10-25T17:00:00,-2656.75,43.375,2.025,43.375,3.4
2020-10-25T18:00:00,-2663.383333,23.58333333,0.75,23.43333333,1.458333333
2020-10-25T19:00:00,-2666.616667,1.558333333,0,1.591666667,0
2020-10-25T20:00:00,-2670.1,0,0,0,0
2020-10-25T21:00:00,-2673.325,0,0,0,0
2020-10-25T22:00:00,-2677.508333,0,0,0,0
2020-10-25T23:00:00,-2680.791667,0,0,0,0
2020-10-26T00:00:00,NaN,0,0,0,0
2020-10-26T01:00:00,NaN,0,0,0,0
2020-10-26T02:00:00,-2684.158333,0,0,0,0
2020-10-26T03:00:00,-2686.458333,0,0,0,0
2020-10-26T04:00:00,-2687,0,0,0,0
2020-10-26T05:00:00,-2687.675,0,0,0,0
2020-10-26T06:00:00,-2688,0,0,0,0
2020-10-26T07:00:00,-2688,0,0,0,0
2020-10-26T08:00:00,NaN,4.517333333,0.2904,4.807733333,0.419466667
2020-10-26T09:00:00,NaN,58.24,3.744,61.984,5.408
2020-10-26T10:00:00,NaN,129.1926667,7.957266667,135.5082667,11.4892
2020-10-26T11:00:00,-2132.908333,207.725,11.54166667,206.275,16.46666667
2020-10-26T12:00:00,-2653.566667,338.2333333,18.89166667,338.825,27.56666667
2020-10-26T13:00:00,-2635.941667,583.4,20.69166667,586.575,29.98333333
2020-10-26T14:00:00,-2619.1,590.8833333,20.01666667,608.4833333,28.95
2020-10-26T15:00:00,-3161.141667,691.4083333,17.25,672.1916667,22.65833333
2020-10-26T16:00:00,-2609.475,489.775,14.125,523.1416667,17.025
2020-10-26T17:00:00,-2242.475,489.4583333,16.46666667,488.9666667,13.04166667
2020-10-26T18:00:00,-2618.375,182.975,11.08333333,197.5083333,4.116666667
2020-10-26T19:00:00,-2638.925,7.808333333,0.075,9.7,0.191666667
2020-10-26T20:00:00,-2651.316667,0,0,0,0
2020-10-26T21:00:00,-2655.991667,0,0,0,0
2020-10-26T22:00:00,-2664.166667,0,0,0,0
2020-10-26T23:00:00,-2668.925,0,0,0,0
2020-10-27T00:00:00,-2671.958333,0,0,0,0
2020-10-27T01:00:00,-2673.483333,0,0,0,0
2020-10-27T02:00:00,-2673.025,0,0,0,0
2020-10-27T03:00:00,-2675.2,0,0,0,0
2020-10-27T04:00:00,-2676.225,0,0,0,0
2020-10-27T05:00:00,-2678.516667,0,0,0,0
2020-10-27T06:00:00,-2680.083333,0,0,0,0
2020-10-27T07:00:00,-2680.933333,0,0,0,0
2020-10-27T08:00:00,-2680.858333,6.475,0.041666667,6.683333333,0.158333333
2020-10-27T09:00:00,-2670.75,120.8916667,2.775,123.4333333,3.883333333
2020-10-27T10:00:00,-2643.808333,394.2416667,6.991666667,408.5916667,9.041666667
2020-10-27T11:00:00,-2656.6,526.6666667,12.5,544.3,16.96666667
2020-10-27T12:00:00,-3105.133333,522.25,16.85833333,526.8583333,24.60833333
2020-10-27T13:00:00,-1500.433333,353.2916667,11.79166667,362.6,17.09166667
2020-10-27T14:00:00,-464.1333333,612.7666667,18.59166667,619.55,26.525
2020-10-27T15:00:00,31.73333333,821.7666667,20.39166667,830.95,27.70833333
2020-10-27T16:00:00,21.39166667,615.1166667,16.73333333,618.7416667,19.275
2020-10-27T17:00:00,11.54166667,364.025,13.86666667,363.65,11.40833333
2020-10-27T18:00:00,7.175,188.9166667,11.45833333,201.825,7.558333333
2020-10-27T19:00:00,-2648.883333,8.691666667,0.2,9.35,0.425
2020-10-27T20:00:00,-2646.1,0,0,0,0
2020-10-27T21:00:00,-2653.1,0,0,0,0
2020-10-27T22:00:00,-2656.916667,0,0,0,0
2020-10-27T23:00:00,-2658.908333,0,0,0,0
2020-10-28T00:00:00,NaN,0,0,0,0
2020-10-28T01:00:00,NaN,0,0,0,0
2020-10-28T02:00:00,NaN,0,0,0,0
2020-10-28T03:00:00,NaN,0,0,0,0
2020-10-28T04:00:00,NaN,0,0,0,0
2020-10-28T05:00:00,NaN,0,0,0,0
2020-10-28T06:00:00,NaN,0,0,0,0
2020-10-28T07:00:00,NaN,0,0,0,0
2020-10-28T08:00:00,NaN,0,0,0,0
2020-10-28T09:00:00,NaN,0,0,0,0
2020-10-28T10:00:00,NaN,0,0,0,0
2020-10-28T11:00:00,NaN,0,0,0,0
2020-10-28T12:00:00,NaN,0,0,0,0
2020-10-28T13:00:00,NaN,0,0,0,0
2020-10-28T14:00:00,NaN,0,0,0,0
2020-10-28T15:00:00,NaN,0,0,0,0
2020-10-28T16:00:00,NaN,0,0,0,0
2020-10-28T17:00:00,NaN,0,0,0,0
2020-10-28T18:00:00,NaN,0,0,0,0
2020-10-28T19:00:00,NaN,0,0,0,0
2020-10-28T20:00:00,NaN,0,0,0,0
2020-10-28T21:00:00,NaN,0,0,0,0
2020-10-28T22:00:00,NaN,0,0,0,0
2020-10-28T23:00:00,NaN,0,0,0,0
2020-10-29T00:00:00,NaN,0,0,0,0
2020-10-29T01:00:00,NaN,0,0,0,0
2020-10-29T02:00:00,NaN,0,0,0,0
2020-10-29T03:00:00,NaN,0,0,0,0
2020-10-29T04:00:00,NaN,0,0,0,0
2020-10-29T05:00:00,NaN,0,0,0,0
2020-10-29T06:00:00,NaN,0,0,0,0
2020-10-29T07:00:00,NaN,0,0,0,0
2020-10-29T08:00:00,NaN,0,0,0,0
2020-10-29T09:00:00,NaN,0,0,0,0
2020-10-29T10:00:00,NaN,0,0,0,0
2020-10-29T11:00:00,NaN,0,0,0,0
2020-10-29T12:00:00,NaN,0,0,0,0
2020-10-29T13:00:00,NaN,0,0,0,0
2020-10-29T14:00:00,NaN,0,0,0,0
2020-10-29T15:00:00,NaN,0,0,0,0
2020-10-29T16:00:00,NaN,0,0,0,0
2020-10-29T17:00:00,NaN,0,0,0,0
2020-10-29T18:00:00,NaN,0,0,0,0
2020-10-29T19:00:00,NaN,0,0,0,0
2020-10-29T20:00:00,NaN,0,0,0,0
2020-10-29T21:00:00,NaN,0,0,0,0
2020-10-29T22:00:00,NaN,0,0,0,0
2020-10-29T23:00:00,NaN,0,0,0,0
2020-10-30T00:00:00,NaN,0,0,0,0
2020-10-30T01:00:00,NaN,0,0,0,0
2020-10-30T02:00:00,NaN,0,0,0,0
2020-10-30T03:00:00,NaN,0,0,0,0
2020-10-30T04:00:00,NaN,0,0,0,0
2020-10-30T05:00:00,NaN,0,0,0,0
2020-10-30T06:00:00,NaN,0,0,0,0
2020-10-30T07:00:00,NaN,0,0,0,0
2020-10-30T08:00:00,NaN,0,0,0,0
2020-10-30T09:00:00,NaN,0,0,0,0
2020-10-30T10:00:00,NaN,0,0,0,0
2020-10-30T11:00:00,NaN,0,0,0,0
2020-10-30T12:00:00,NaN,0,0,0,0
2020-10-30T13:00:00,NaN,0,0,0,0
2020-10-30T14:00:00,NaN,0,0,0,0
2020-10-30T15:00:00,NaN,0,0,0,0
2020-10-30T16:00:00,NaN,0,0,0,0
2020-10-30T17:00:00,NaN,0,0,0,0
2020-10-30T18:00:00,NaN,0,0,0,0
2020-10-30T19:00:00,NaN,0,0,0,0
2020-10-30T20:00:00,NaN,0,0,0,0
2020-10-30T21:00:00,NaN,0,0,0,0
2020-10-30T22:00:00,NaN,0,0,0,0
2020-10-30T23:00:00,NaN,0,0,0,0
2020-10-31T00:00:00,NaN,0,0,0,0
2020-10-31T01:00:00,NaN,0,0,0,0
2020-10-31T02:00:00,NaN,0,0,0,0
2020-10-31T03:00:00,NaN,0,0,0,0
2020-10-31T04:00:00,NaN,0,0,0,0
2020-10-31T05:00:00,NaN,0,0,0,0
2020-10-31T06:00:00,NaN,0,0,0,0
2020-10-31T07:00:00,NaN,0,0,0,0
2020-10-31T08:00:00,NaN,0,0,0,0
2020-10-31T09:00:00,NaN,0,0,0,0
2020-10-31T10:00:00,NaN,0,0,0,0
2020-10-31T11:00:00,NaN,0,0,0,0
2020-10-31T12:00:00,NaN,0,0,0,0
2020-10-31T13:00:00,NaN,0,0,0,0
2020-10-31T14:00:00,NaN,0,0,0,0
2020-10-31T15:00:00,NaN,0,0,0,0
2020-10-31T16:00:00,NaN,0,0,0,0
2020-10-31T17:00:00,NaN,0,0,0,0
2020-10-31T18:00:00,NaN,0,0,0,0
2020-10-31T19:00:00,NaN,0,0,0,0
2020-10-31T20:00:00,NaN,0,0,0,0
2020-10-31T21:00:00,NaN,0,0,0,0
2020-10-31T22:00:00,NaN,0,0,0,0
2020-10-31T23:00:00,NaN,0,0,0,0
2020-11-01T00:00:00,NaN,0,0,0,0
