Timestamp,SR20 Global Horizontal Irradiance.IRRADIANCE_GHI, SPN1 - Diffuse Irradiance.IRRADIANCE_DIF ,SPN1 - Diffuse Irradiance.IRRADIANCE_DNI,SPN1 - Diffuse Irradiance.IRRADIANCE_GHI
2020-08-02T16:20:00,748.2519897,138.8525108,,281.1049988
2020-08-02T16:30:00,718.8687836,138.9583557,,283.2016663
2020-08-02T16:40:00,684.6824677,134.9439613,,280.681192
2020-08-02T16:50:00,648.4477356,137.3172615,,291.0442566
2020-08-02T17:00:00,608.3714905,142.0158081,,304.1125687
2020-08-02T17:10:00,572.9979797,139.7308128,,299.7260376
2020-08-02T17:20:00,535.6385803,132.0931641,,293.2576904
2020-08-02T17:30:00,503.7724121,135.5491997,,310.04431
2020-08-02T17:40:00,476.5040314,137.5583107,,312.0241638
2020-08-02T17:50:00,448.3484268,139.8678421,,324.7995956
2020-08-02T18:00:00,417.448497,129.7978504,,299.22547
2020-08-02T18:10:00,379.4689041,128.6293617,,304.2031845
2020-08-02T18:20:00,346.7978577,121.1903599,,288.8583405
2020-08-02T18:30:00,308.3264053,114.3520958,,280.5233917
2020-08-02T18:40:00,269.5472443,114.0798206,,290.6342545
2020-08-02T18:50:00,230.5240753,110.8942699,,293.8348419
2020-08-02T19:00:00,178.9481552,107.8684155,,292.8375153
2020-08-02T19:10:00,91.58740234,101.6606949,,293.4927414
2020-08-02T19:20:00,59.52854996,99.14501495,,286.8365448
2020-08-02T19:30:00,51.16710033,89.54425087,,262.0251541
2020-08-02T19:40:00,41.94806061,84.10168495,,251.3013206
2020-08-02T19:50:00,33.0346406,71.63301201,,222.196006
2020-08-02T20:00:00,22.82661333,69.60423584,,210.8704834
2020-08-02T20:10:00,12.82215898,64.61931038,,196.1101395
2020-08-02T20:20:00,4.317568612,62.68203011,,189.8014587
2020-08-02T20:30:00,1.074185927,57.32705879,,181.3544632
2020-08-02T20:40:00,-0.282747813,51.99514446,,172.2897842
2020-08-02T20:50:00,-0.678505385,49.73256035,,166.7110985
2020-08-02T21:00:00,-1.156582192,46.40948162,,164.9946571
2020-08-02T21:10:00,-1.013561264,42.78181667,,164.3708862
2020-08-02T21:20:00,-0.735064846,42.10061283,,160.6412407
2020-08-02T21:30:00,-0.672604477,40.10232964,,156.7220657
2020-08-02T21:40:00,-0.945792288,38.77268085,,155.1179855
2020-08-02T21:50:00,-0.693823355,38.00929222,,151.8773987
2020-08-02T22:00:00,-0.813186231,37.62803316,,144.5145103
2020-08-02T22:10:00,-0.834565642,25.47143736,,149.3910843
2020-08-02T22:20:00,-0.908854088,25.88420677,,148.293206
2020-08-02T22:30:00,-0.811276266,36.35066299,,140.4904617
2020-08-02T22:40:00,-0.659055495,33.77195759,,136.9682884
2020-08-02T22:50:00,-0.813424414,32.56351309,,134.7061256
2020-08-02T23:00:00,-0.898379275,29.82244635,,133.7249954
2020-08-02T23:10:00,-0.701082787,28.89680815,,130.814975
2020-08-02T23:20:00,-0.748123172,21.38569031,,133.3408897
2020-08-02T23:30:00,-0.735158157,32.42331734,,126.1860855
2020-08-02T23:40:00,-0.886854947,32.70111656,,130.5888206
2020-08-02T23:50:00,-0.783879948,37.5975008,,128.7772392
2020-08-03T00:00:00,-0.882898763,40.40668106,,129.6462296
2020-08-03T00:10:00,-0.806827843,58.91549435,,131.7070976
2020-08-03T00:20:00,-1.073800781,70.50763531,,137.2297943
2020-08-03T00:30:00,-0.897180122,81.81062241,,142.3050385
2020-08-03T00:40:00,-0.900362405,98.59509315,,146.8438797
2020-08-03T00:50:00,-0.987534901,118.4300495,,145.905545
2020-08-03T01:00:00,-1.03553375,125.9065842,,144.5149887
2020-08-03T01:10:00,-0.982339829,138.9277412,,141.8735123
2020-08-03T01:20:00,-0.892976978,147.936972,,139.1649033
2020-08-03T01:30:00,-0.987468842,151.1983444,,135.5638443
2020-08-03T01:40:00,-1.030655873,161.0362328,,131.4609749
2020-08-03T01:50:00,-0.984500921,168.5020027,,127.2492363
2020-08-03T02:00:00,-0.914542753,170.9970184,,124.4592209
2020-08-03T02:10:00,-1.040213734,174.1864182,,125.0747246
2020-08-03T02:20:00,-0.982520038,175.3883667,,122.6662094
2020-08-03T02:30:00,-1.111676508,175.7756538,,121.6626503
2020-08-03T02:40:00,-1.067671058,171.0100601,,117.6089748
2020-08-03T02:50:00,0.966764543,183.4251662,,126.4608938
2020-08-03T03:00:00,NaN,185.0897341,,124.9489523
2020-08-03T03:10:00,NaN,185.800541,,122.5317044
2020-08-03T03:20:00,NaN,186.5113479,,120.1144565
2020-08-03T03:30:00,NaN,187.2221547,,117.6972085
2020-08-03T03:40:00,NaN,187.9329616,,115.2799606
2020-08-03T03:50:00,NaN,188.6437685,,112.8627127
2020-08-03T04:00:00,NaN,189.3545753,,110.4454648
2020-08-03T04:10:00,NaN,190.0653822,,108.0282169
2020-08-03T04:20:00,NaN,190.7761891,,105.610969
2020-08-03T04:30:00,NaN,191.486996,,103.1937211
2020-08-03T04:40:00,NaN,192.1978028,,100.7764732
2020-08-03T04:50:00,NaN,192.9086097,,98.35922524
2020-08-03T05:00:00,NaN,193.6194166,,95.94197732
2020-08-03T05:10:00,NaN,194.3302234,,93.52472941
2020-08-03T05:20:00,NaN,195.0410303,,91.1074815
2020-08-03T05:30:00,NaN,195.7518372,,88.69023358
2020-08-03T05:40:00,NaN,196.4626441,,86.27298567
2020-08-03T05:50:00,NaN,197.1734509,,83.85573776
2020-08-03T06:00:00,NaN,197.8842578,,81.43848984
2020-08-03T06:10:00,NaN,198.5950647,,79.02124193
2020-08-03T06:20:00,NaN,199.3058715,,76.60399402
2020-08-03T06:30:00,NaN,200.0166784,,74.1867461
2020-08-03T06:40:00,NaN,200.7274853,,71.76949819
2020-08-03T06:50:00,NaN,201.4382922,,69.35225028
2020-08-03T07:00:00,NaN,202.149099,,66.93500236
2020-08-03T07:10:00,NaN,202.8599059,,64.51775445
2020-08-03T07:20:00,NaN,203.5707128,,62.10050654
2020-08-03T07:30:00,NaN,204.2815197,,59.68325862
2020-08-03T07:40:00,NaN,204.9923265,,57.26601071
2020-08-03T07:50:00,NaN,205.7031334,,54.84876279
2020-08-03T08:00:00,NaN,206.4139403,,52.43151488
2020-08-03T08:10:00,NaN,207.1247471,,50.01426697
2020-08-03T08:20:00,NaN,207.835554,,47.59701905
2020-08-03T08:30:00,NaN,208.5463609,,45.17977114
2020-08-03T08:40:00,NaN,209.2571678,,42.76252323
2020-08-03T08:50:00,NaN,209.9679746,,40.34527531
2020-08-03T09:00:00,160.5553147,205.7540223,,37.97047615
2020-08-03T09:10:00,202.5949882,63.83569101,,129.1729911
2020-08-03T09:20:00,NaN,58.11601725,,138.4146579
2020-08-03T09:30:00,NaN,71.35014447,,114.0650898
2020-08-03T09:40:00,NaN,84.58427169,,89.71552173
2020-08-03T09:50:00,NaN,97.81839891,,65.36595362
2020-08-03T10:00:00,266.9180211,81.0760486,,103.072652
2020-08-03T10:10:00,235.6599716,49.43665773,,145.8505349
2020-08-03T10:20:00,NaN,55.87325929,,132.4420537
2020-08-03T10:30:00,NaN,62.53191376,,116.7611122
